game_id,season,seat_section,pricing_window,section_capacity,inventory_remaining,inventory_remaining_pct,current_sell_through_rate,base_ticket_price,current_ticket_price,tickets_sold_pct,sold_tickets,final_sell_through_rate,realized_revenue,revenue,promotion_flag
S2021_G037,2021,Courtside/Premium,7_days_out,180,108,0.6,0.4027,824.11,919.57,0.403,72,0.669,110661.66,66648.38,0
S2021_G037,2021,Courtside/Premium,2_days_out,180,80,0.4444,0.5576,824.11,900.09,0.558,100,0.669,108317.43,90340.47,0
S2021_G037,2021,Courtside/Premium,day_of_game,180,66,0.3667,0.6335,824.11,912.98,0.634,114,0.669,109868.29,104107.38,0
S2021_G037,2021,Standing Room,30_days_out,1400,1176,0.84,0.16,49.9,53.52,0.16,224,0.787,58928.05,11988.29,0
S2021_G037,2021,Standing Room,14_days_out,1400,893,0.6379,0.3622,49.9,54.03,0.362,507,0.787,59492.64,27400.14,0
S2021_G037,2021,Standing Room,7_days_out,1400,691,0.4936,0.5067,49.9,55.09,0.507,709,0.787,60661.0,39080.57,0
S2021_G037,2021,Standing Room,2_days_out,1400,486,0.3471,0.6531,49.9,53.97,0.653,914,0.787,59424.24,49345.29,0
S2021_G037,2021,Standing Room,day_of_game,1400,401,0.2864,0.7136,49.9,56.16,0.714,999,0.787,61838.83,56103.66,0
S2021_G038,2021,Upper Baseline,30_days_out,4200,3347,0.7969,0.2032,59.5,63.84,0.203,853,0.88,235971.93,54484.44,0
S2021_G038,2021,Upper Baseline,14_days_out,4200,2455,0.5845,0.4155,59.5,64.56,0.416,1745,0.88,238621.42,112667.66,0
S2021_G038,2021,Upper Baseline,7_days_out,4200,1720,0.4095,0.5904,59.5,65.67,0.59,2480,0.88,242751.37,162836.56,0
S2021_G038,2021,Upper Baseline,2_days_out,4200,1399,0.3331,0.6668,59.5,68.0,0.667,2801,0.88,251336.77,190429.14,0
S2021_G038,2021,Upper Baseline,day_of_game,4200,846,0.2014,0.7986,59.5,62.0,0.799,3354,0.88,229175.14,207956.97,0
S2021_G038,2021,Upper Sideline,30_days_out,3600,2679,0.7442,0.2557,82.83,87.67,0.256,921,0.836,263803.51,80714.38,0
S2021_G038,2021,Upper Sideline,14_days_out,3600,2088,0.58,0.42,82.83,90.74,0.42,1512,0.836,273029.91,137195.09,0
S2021_G038,2021,Upper Sideline,7_days_out,3600,1644,0.4567,0.5434,82.83,94.35,0.543,1956,0.836,283886.27,184563.02,0
S2021_G038,2021,Upper Sideline,2_days_out,3600,1301,0.3614,0.6386,82.83,94.32,0.639,2299,0.836,283789.47,216839.44,0
S2021_G038,2021,Upper Sideline,day_of_game,3600,975,0.2708,0.729,82.83,93.0,0.729,2625,0.836,279842.29,244095.63,0
S2021_G038,2021,Upper Center,30_days_out,2600,2117,0.8142,0.1858,97.22,106.73,0.186,483,0.836,231926.81,51555.8,0
S2021_G038,2021,Upper Center,14_days_out,2600,1732,0.6662,0.3338,97.22,108.36,0.334,868,0.836,235461.83,94047.84,0
S2021_G038,2021,Upper Center,7_days_out,2600,1276,0.4908,0.5093,97.22,108.2,0.509,1324,0.836,235112.72,143256.37,0
S2021_G038,2021,Upper Center,2_days_out,2600,923,0.355,0.6448,97.22,106.0,0.645,1677,0.836,230344.59,177720.83,0
S2021_G038,2021,Upper Center,day_of_game,2600,727,0.2796,0.7203,97.22,111.1,0.72,1873,0.836,241430.24,208060.34,0
S2021_G038,2021,Lower Corner,30_days_out,2100,1620,0.7714,0.2284,135.08,142.19,0.228,480,0.855,255159.33,68200.5,0
S2021_G038,2021,Lower Corner,14_days_out,2100,1280,0.6095,0.3903,135.08,140.69,0.39,820,0.855,252471.12,115318.2,0
S2021_G038,2021,Lower Corner,7_days_out,2100,1111,0.529,0.471,135.08,144.64,0.471,989,0.855,259544.53,143067.19,0
S2021_G038,2021,Lower Corner,2_days_out,2100,702,0.3343,0.6655,135.08,153.29,0.666,1398,0.855,275074.96,214245.81,0
S2021_G038,2021,Lower Corner,day_of_game,2100,490,0.2333,0.7666,135.08,151.79,0.767,1610,0.855,272376.51,244367.19,0
S2021_G038,2021,Lower Sideline,30_days_out,1900,1499,0.7889,0.2113,184.56,192.69,0.211,401,0.784,286896.63,77355.15,0
S2021_G038,2021,Lower Sideline,14_days_out,1900,1166,0.6137,0.3862,184.56,189.19,0.386,734,0.784,281681.51,138828.21,0
S2021_G038,2021,Lower Sideline,7_days_out,1900,845,0.4447,0.5551,184.56,192.82,0.555,1055,0.784,287088.16,203345.1,0
S2021_G038,2021,Lower Sideline,2_days_out,1900,848,0.4463,0.5536,184.56,197.0,0.554,1052,0.784,293311.76,207209.02,0
S2021_G038,2021,Lower Sideline,day_of_game,1900,598,0.3147,0.6852,184.56,189.35,0.685,1302,0.784,281927.83,246516.41,0
S2021_G038,2021,Lower Center,30_days_out,1200,1051,0.8758,0.1244,248.36,275.11,0.124,149,0.754,248803.48,41062.19,0
S2021_G038,2021,Lower Center,14_days_out,1200,808,0.6733,0.3271,248.36,271.98,0.327,392,0.754,245975.32,106748.44,0
S2021_G038,2021,Lower Center,7_days_out,1200,656,0.5467,0.4532,248.36,267.69,0.453,544,0.754,242094.34,145585.15,0
S2021_G038,2021,Lower Center,2_days_out,1200,485,0.4042,0.5954,248.36,274.55,0.595,715,0.754,248293.69,196168.47,0
S2021_G038,2021,Lower Center,day_of_game,1200,327,0.2725,0.7278,248.36,258.03,0.728,873,0.754,233353.09,225344.4,0
S2021_G038,2021,Club Level,30_days_out,950,698,0.7347,0.2655,323.79,348.47,0.265,252,0.838,277479.17,87887.76,0
S2021_G038,2021,Club Level,14_days_out,950,620,0.6526,0.3472,323.79,363.64,0.347,330,0.838,289559.79,119942.33,0
S2021_G038,2021,Club Level,7_days_out,950,415,0.4368,0.5627,323.79,352.36,0.563,535,0.838,280580.32,188375.34,0
S2021_G038,2021,Club Level,2_days_out,950,334,0.3516,0.6488,323.79,353.95,0.649,616,0.838,281847.31,218164.67,0
S2021_G038,2021,Club Level,day_of_game,950,236,0.2484,0.7517,323.79,364.13,0.752,714,0.838,289948.16,260018.97,0
S2021_G038,2021,Suite,30_days_out,350,292,0.8343,0.1651,516.44,593.9,0.165,58,0.774,160980.73,34315.93,0
S2021_G038,2021,Suite,14_days_out,350,224,0.64,0.3591,516.44,593.93,0.359,126,0.774,160988.56,74642.56,0
S2021_G038,2021,Suite,7_days_out,350,194,0.5543,0.4464,516.44,602.94,0.446,156,0.774,163429.7,94203.2,0
S2021_G038,2021,Suite,2_days_out,350,133,0.38,0.6212,516.44,592.88,0.621,217,0.774,160702.8,128904.56,0
S2021_G038,2021,Suite,day_of_game,350,96,0.2743,0.7271,516.44,605.14,0.727,254,0.774,164025.81,154002.06,0
S2021_G038,2021,Courtside/Premium,30_days_out,180,140,0.7778,0.2207,847.61,879.91,0.221,40,0.712,112840.6,34957.81,0
S2021_G038,2021,Courtside/Premium,14_days_out,180,120,0.6667,0.3359,847.61,919.43,0.336,60,0.712,117908.48,55587.1,0
S2021_G038,2021,Courtside/Premium,7_days_out,180,100,0.5556,0.4452,847.61,910.11,0.445,80,0.712,116713.08,72936.72,0
S2021_G038,2021,Courtside/Premium,2_days_out,180,78,0.4333,0.5647,847.61,905.78,0.565,102,0.712,116158.01,92065.83,0
S2021_G038,2021,Courtside/Premium,day_of_game,180,58,0.3222,0.6773,847.61,949.21,0.677,122,0.712,121727.81,115718.94,0
S2021_G038,2021,Standing Room,30_days_out,1400,1106,0.79,0.2101,48.99,53.72,0.21,294,0.765,57527.18,15803.2,0
S2021_G038,2021,Standing Room,14_days_out,1400,901,0.6436,0.3564,48.99,51.58,0.356,499,0.765,55238.18,25734.71,0
S2021_G038,2021,Standing Room,7_days_out,1400,701,0.5007,0.4991,48.99,54.96,0.499,699,0.765,58859.38,38402.16,0
S2021_G038,2021,Standing Room,2_days_out,1400,554,0.3957,0.6039,48.99,54.82,0.604,846,0.765,58706.78,46350.08,0
S2021_G038,2021,Standing Room,day_of_game,1400,445,0.3179,0.6821,48.99,56.18,0.682,955,0.765,60166.04,53647.07,0
S2021_G039,2021,Upper Baseline,30_days_out,4200,3204,0.7629,0.2371,61.99,71.21,0.237,996,0.917,274349.7,70911.8,0
S2021_G039,2021,Upper Baseline,14_days_out,4200,2413,0.5745,0.4254,61.99,69.76,0.425,1787,0.917,268738.72,124638.74,0
S2021_G039,2021,Upper Baseline,7_days_out,4200,1829,0.4355,0.5645,61.99,69.91,0.564,2371,0.917,269333.63,165750.19,0
S2021_G039,2021,Upper Baseline,2_days_out,4200,1219,0.2902,0.7097,61.99,71.0,0.71,2981,0.917,273532.16,211640.38,0
S2021_G039,2021,Upper Baseline,day_of_game,4200,437,0.104,0.8961,61.99,71.14,0.896,3763,0.917,274083.54,267750.95,0
S2021_G039,2021,Upper Sideline,30_days_out,3600,2916,0.81,0.1899,80.66,87.13,0.19,684,0.811,254363.48,59569.6,0
S2021_G039,2021,Upper Sideline,14_days_out,3600,2377,0.6603,0.3396,80.66,89.82,0.34,1223,0.811,262201.96,109814.15,0
S2021_G039,2021,Upper Sideline,7_days_out,3600,1734,0.4817,0.5183,80.66,85.59,0.518,1866,0.811,249865.56,159696.8,0
S2021_G039,2021,Upper Sideline,2_days_out,3600,1157,0.3214,0.6787,80.66,88.89,0.679,2443,0.811,259486.08,217163.68,0
S2021_G039,2021,Upper Sideline,day_of_game,3600,977,0.2714,0.7286,80.66,93.33,0.729,2623,0.811,272474.94,244807.75,0
S2021_G039,2021,Upper Center,30_days_out,2600,2076,0.7985,0.2015,96.84,109.81,0.202,524,0.838,239286.59,57542.02,0
S2021_G039,2021,Upper Center,14_days_out,2600,1726,0.6638,0.3363,96.84,110.22,0.336,874,0.838,240173.56,96374.14,0
S2021_G039,2021,Upper Center,7_days_out,2600,1223,0.4704,0.5297,96.84,116.95,0.53,1377,0.838,254851.67,161081.14,0
S2021_G039,2021,Upper Center,2_days_out,2600,1009,0.3881,0.6118,96.84,113.05,0.612,1591,0.838,246340.73,179836.98,0
S2021_G039,2021,Upper Center,day_of_game,2600,617,0.2373,0.7627,96.84,106.96,0.763,1983,0.838,233065.12,212089.49,0
S2021_G039,2021,Lower Corner,30_days_out,2100,1719,0.8186,0.1815,141.37,158.7,0.182,381,0.858,285850.44,60499.36,0
S2021_G039,2021,Lower Corner,14_days_out,2100,1173,0.5586,0.4414,141.37,161.68,0.441,927,0.858,291228.36,149871.14,0
S2021_G039,2021,Lower Corner,7_days_out,2100,1050,0.5,0.5001,141.37,160.53,0.5,1050,0.858,289143.24,168576.73,0
S2021_G039,2021,Lower Corner,2_days_out,2100,649,0.309,0.691,141.37,163.32,0.691,1451,0.858,294168.2,236980.2,0
S2021_G039,2021,Lower Corner,day_of_game,2100,468,0.2229,0.7772,141.37,165.33,0.777,1632,0.858,297796.49,269843.27,0
S2021_G039,2021,Lower Sideline,30_days_out,1900,1609,0.8468,0.1533,189.61,213.87,0.153,291,0.903,366963.24,62304.05,0
S2021_G039,2021,Lower Sideline,14_days_out,1900,1060,0.5579,0.442,189.61,215.72,0.442,840,0.903,370128.38,181148.7,0
S2021_G039,2021,Lower Sideline,7_days_out,1900,753,0.3963,0.6039,189.61,228.23,0.604,1147,0.903,391595.97,261849.58,0
S2021_G039,2021,Lower Sideline,2_days_out,1900,513,0.27,0.7299,189.61,220.17,0.73,1387,0.903,377769.84,305320.86,0
S2021_G039,2021,Lower Sideline,day_of_game,1900,262,0.1379,0.8621,189.61,213.31,0.862,1638,0.903,366001.7,349407.17,0
S2021_G039,2021,Lower Center,30_days_out,1200,957,0.7975,0.2029,265.84,293.1,0.203,243,0.915,321861.29,71358.59,0
S2021_G039,2021,Lower Center,14_days_out,1200,700,0.5833,0.4167,265.84,278.03,0.417,500,0.915,305315.21,139022.74,0
S2021_G039,2021,Lower Center,7_days_out,1200,515,0.4292,0.5707,265.84,307.13,0.571,685,0.915,337268.54,210348.2,0
S2021_G039,2021,Lower Center,2_days_out,1200,358,0.2983,0.7017,265.84,302.6,0.702,842,0.915,332294.84,254795.72,0
S2021_G039,2021,Lower Center,day_of_game,1200,198,0.165,0.8351,265.84,297.28,0.835,1002,0.915,326460.42,297898.01,0
S2021_G039,2021,Club Level,30_days_out,950,786,0.8274,0.1729,371.75,415.83,0.173,164,0.825,326026.93,68293.01,0
S2021_G039,2021,Club Level,14_days_out,950,606,0.6379,0.3626,371.75,429.11,0.363,344,0.825,336438.04,147823.01,0
S2021_G039,2021,Club Level,7_days_out,950,396,0.4168,0.5828,371.75,421.48,0.583,554,0.825,330456.62,233346.25,0
S2021_G039,2021,Club Level,2_days_out,950,341,0.3589,0.6408,371.75,418.75,0.641,609,0.825,328311.39,254898.29,0
S2021_G039,2021,Club Level,day_of_game,950,177,0.1863,0.8139,371.75,418.53,0.814,773,0.825,328143.97,323599.09,0
S2021_G039,2021,Suite,30_days_out,350,278,0.7943,0.2043,568.24,661.96,0.204,72,0.807,186984.57,47335.14,0
S2021_G039,2021,Suite,14_days_out,350,213,0.6086,0.3915,568.24,632.74,0.391,137,0.807,178729.72,86698.9,0
S2021_G039,2021,Suite,7_days_out,350,173,0.4943,0.5051,568.24,648.83,0.505,177,0.807,183276.16,114712.64,0
S2021_G039,2021,Suite,2_days_out,350,136,0.3886,0.6128,568.24,676.33,0.613,214,0.807,191043.49,145070.61,0
S2021_G039,2021,Suite,day_of_game,350,73,0.2086,0.7902,568.24,678.12,0.79,277,0.807,191547.19,187555.59,0
S2021_G039,2021,Courtside/Premium,30_days_out,180,153,0.85,0.1526,860.74,1013.78,0.153,27,0.828,151045.24,27844.46,0
S2021_G039,2021,Courtside/Premium,14_days_out,180,112,0.6222,0.3796,860.74,1001.25,0.38,68,0.828,149179.42,68407.85,0
S2021_G039,2021,Courtside/Premium,7_days_out,180,78,0.4333,0.5647,860.74,953.84,0.565,102,0.828,142115.32,96947.22,0
S2021_G039,2021,Courtside/Premium,2_days_out,180,51,0.2833,0.717,860.74,1007.53,0.717,129,0.828,150114.58,130025.01,0
S2021_G039,2021,Courtside/Premium,day_of_game,180,52,0.2889,0.7131,860.74,1008.94,0.713,128,0.828,150323.76,129505.12,0
S2021_G039,2021,Standing Room,30_days_out,1400,1142,0.8157,0.184,53.05,63.68,0.184,258,0.854,76099.1,16402.54,0
S2021_G039,2021,Standing Room,14_days_out,1400,816,0.5829,0.4174,53.05,64.08,0.417,584,0.854,76578.86,37450.54,0
S2021_G039,2021,Standing Room,7_days_out,1400,645,0.4607,0.5393,53.05,61.84,0.539,755,0.854,73894.24,46690.44,0
S2021_G039,2021,Standing Room,2_days_out,1400,480,0.3429,0.6573,53.05,65.85,0.657,920,0.854,78696.34,60603.86,0
S2021_G039,2021,Standing Room,day_of_game,1400,285,0.2036,0.7962,53.05,64.0,0.796,1115,0.854,76486.24,71345.86,0
S2021_G040,2021,Upper Baseline,30_days_out,4200,3596,0.8562,0.1437,46.93,43.48,0.144,604,0.644,117606.54,26246.51,0
S2021_G040,2021,Upper Baseline,14_days_out,4200,2982,0.71,0.2901,46.93,44.19,0.29,1218,0.644,119504.94,53834.4,0
S2021_G040,2021,Upper Baseline,7_days_out,4200,2635,0.6274,0.3727,46.93,42.36,0.373,1565,0.644,114552.83,66295.76,0
S2021_G040,2021,Upper Baseline,2_days_out,4200,1768,0.421,0.5792,46.93,43.93,0.579,2432,0.644,118802.83,106850.65,0
S2021_G040,2021,Upper Baseline,day_of_game,4200,1750,0.4167,0.5834,46.93,44.22,0.583,2450,0.644,119594.75,108344.95,0
S2021_G040,2021,Upper Sideline,30_days_out,3600,2929,0.8136,0.1865,59.86,60.03,0.186,671,0.842,181924.86,40302.45,0
S2021_G040,2021,Upper Sideline,14_days_out,3600,2204,0.6122,0.3877,59.86,60.5,0.388,1396,0.842,183351.44,84448.73,0
S2021_G040,2021,Upper Sideline,7_days_out,3600,1675,0.4653,0.5347,59.86,59.93,0.535,1925,0.842,181622.47,115368.73,0
S2021_G040,2021,Upper Sideline,2_days_out,3600,1222,0.3394,0.6605,59.86,60.89,0.661,2378,0.842,184523.62,144785.36,0
S2021_G040,2021,Upper Sideline,day_of_game,3600,962,0.2672,0.7327,59.86,59.96,0.733,2638,0.842,181713.29,158166.22,0
S2021_G040,2021,Upper Center,30_days_out,2600,2212,0.8508,0.1493,73.64,69.42,0.149,388,0.702,126675.01,26949.0,0
S2021_G040,2021,Upper Center,14_days_out,2600,1629,0.6265,0.3736,73.64,74.75,0.374,971,0.702,136405.7,72613.6,0
S2021_G040,2021,Upper Center,7_days_out,2600,1579,0.6073,0.3927,73.64,77.49,0.393,1021,0.702,141406.85,79118.48,0
S2021_G040,2021,Upper Center,2_days_out,2600,1305,0.5019,0.4982,73.64,72.45,0.498,1295,0.702,132194.58,93839.31,0
S2021_G040,2021,Upper Center,day_of_game,2600,912,0.3508,0.649,73.64,71.47,0.649,1688,0.702,130422.62,120614.78,0
S2021_G040,2021,Lower Corner,30_days_out,2100,1904,0.9067,0.0934,104.89,110.75,0.093,196,0.626,145597.48,21721.06,0
S2021_G040,2021,Lower Corner,14_days_out,2100,1549,0.7376,0.2623,104.89,106.83,0.262,551,0.626,140445.32,58842.15,0
S2021_G040,2021,Lower Corner,7_days_out,2100,1282,0.6105,0.3895,104.89,105.16,0.389,818,0.626,138252.74,86013.18,0
S2021_G040,2021,Lower Corner,2_days_out,2100,1073,0.511,0.489,104.89,107.12,0.489,1027,0.626,140829.72,110012.72,0
S2021_G040,2021,Lower Corner,day_of_game,2100,931,0.4433,0.5567,104.89,108.5,0.557,1169,0.626,142636.19,126837.15,0
S2021_G040,2021,Lower Sideline,30_days_out,1900,1603,0.8437,0.1561,135.69,128.57,0.156,297,0.619,151319.54,38137.53,0
S2021_G040,2021,Lower Sideline,14_days_out,1900,1453,0.7647,0.2352,135.69,129.99,0.235,447,0.619,152992.49,58084.8,0
S2021_G040,2021,Lower Sideline,7_days_out,1900,1080,0.5684,0.4318,135.69,139.78,0.432,820,0.619,164508.03,114663.15,0
S2021_G040,2021,Lower Sideline,2_days_out,1900,1055,0.5553,0.4445,135.69,130.74,0.444,845,0.619,153875.77,110411.58,0
S2021_G040,2021,Lower Sideline,day_of_game,1900,767,0.4037,0.5963,135.69,130.75,0.596,1133,0.619,153881.82,148139.88,0
S2021_G040,2021,Lower Center,30_days_out,1200,929,0.7742,0.2257,190.97,192.18,0.226,271,0.673,155099.48,52043.34,0
S2021_G040,2021,Lower Center,14_days_out,1200,801,0.6675,0.3329,190.97,198.35,0.333,399,0.673,160073.53,79237.76,0
S2021_G040,2021,Lower Center,7_days_out,1200,672,0.56,0.4397,190.97,196.58,0.44,528,0.673,158644.56,103733.28,0
S2021_G040,2021,Lower Center,2_days_out,1200,581,0.4842,0.5162,190.97,196.69,0.516,619,0.673,158733.86,121834.67,0
S2021_G040,2021,Lower Center,day_of_game,1200,456,0.38,0.6198,190.97,186.7,0.62,744,0.673,150674.14,138849.65,0
S2021_G040,2021,Club Level,30_days_out,950,860,0.9053,0.0951,245.87,243.91,0.095,90,0.535,123989.51,22043.65,0
S2021_G040,2021,Club Level,14_days_out,950,716,0.7537,0.2465,245.87,239.41,0.246,234,0.535,121701.61,56059.89,0
S2021_G040,2021,Club Level,7_days_out,950,609,0.6411,0.3594,245.87,243.09,0.359,341,0.535,123570.78,82998.78,0
S2021_G040,2021,Club Level,2_days_out,950,551,0.58,0.4205,245.87,232.15,0.42,399,0.535,118009.26,92734.18,0
S2021_G040,2021,Club Level,day_of_game,950,436,0.4589,0.5415,245.87,249.36,0.542,514,0.535,126761.84,128288.15,0
S2021_G040,2021,Suite,30_days_out,350,311,0.8886,0.111,393.47,375.77,0.111,39,0.653,85837.81,14598.41,0
S2021_G040,2021,Suite,14_days_out,350,250,0.7143,0.2845,393.47,386.88,0.284,100,0.653,88374.46,38522.21,0
S2021_G040,2021,Suite,7_days_out,350,201,0.5743,0.4265,393.47,383.15,0.426,149,0.653,87524.39,57189.85,0
S2021_G040,2021,Suite,2_days_out,350,157,0.4486,0.5522,393.47,401.03,0.552,193,0.653,91607.7,77507.63,0
S2021_G040,2021,Suite,day_of_game,350,141,0.4029,0.5979,393.47,385.97,0.598,209,0.653,88167.74,80764.29,0
S2021_G040,2021,Courtside/Premium,30_days_out,180,159,0.8833,0.1183,618.42,638.98,0.118,21,0.342,39280.59,13602.84,0
S2021_G040,2021,Courtside/Premium,14_days_out,180,140,0.7778,0.2219,618.42,624.9,0.222,40,0.342,38414.87,24962.01,0
S2021_G040,2021,Courtside/Premium,7_days_out,180,142,0.7889,0.2102,618.42,633.0,0.21,38,0.342,38913.01,23947.9,0
S2021_G040,2021,Courtside/Premium,2_days_out,180,131,0.7278,0.2711,618.42,651.67,0.271,49,0.342,40060.71,31804.74,0
S2021_G040,2021,Courtside/Premium,day_of_game,180,125,0.6944,0.3057,618.42,607.34,0.306,55,0.342,37335.2,33417.62,0
S2021_G040,2021,Standing Room,30_days_out,1400,1182,0.8443,0.1555,38.25,38.93,0.155,218,0.678,36931.46,8472.7,0
S2021_G040,2021,Standing Room,14_days_out,1400,1001,0.715,0.2848,38.25,35.53,0.285,399,0.678,33711.96,14166.37,0
S2021_G040,2021,Standing Room,7_days_out,1400,835,0.5964,0.4038,38.25,36.91,0.404,565,0.678,35012.44,20865.49,0
S2021_G040,2021,Standing Room,2_days_out,1400,658,0.47,0.5299,38.25,37.49,0.53,742,0.678,35569.94,27815.47,0
S2021_G040,2021,Standing Room,day_of_game,1400,597,0.4264,0.5735,38.25,36.8,0.574,803,0.678,34908.44,29545.22,0
S2021_G041,2021,Upper Baseline,30_days_out,4200,3107,0.7398,0.2601,46.2,44.92,0.26,1093,0.716,135146.67,49082.7,0
S2021_G041,2021,Upper Baseline,14_days_out,4200,2684,0.639,0.3609,46.2,47.36,0.361,1516,0.716,142467.71,71773.82,0
S2021_G041,2021,Upper Baseline,7_days_out,4200,2303,0.5483,0.4517,46.2,44.95,0.452,1897,0.716,135223.05,85267.79,0
S2021_G041,2021,Upper Baseline,2_days_out,4200,1691,0.4026,0.5973,46.2,44.39,0.597,2509,0.716,133535.64,111359.04,0
S2021_G041,2021,Upper Baseline,day_of_game,4200,1430,0.3405,0.6596,46.2,45.51,0.66,2770,0.716,136927.34,126093.25,0
S2021_G041,2021,Upper Sideline,30_days_out,3600,2967,0.8242,0.1758,57.09,57.18,0.176,633,0.645,132854.31,36182.98,0
S2021_G041,2021,Upper Sideline,14_days_out,3600,2358,0.655,0.3449,57.09,59.9,0.345,1242,0.645,139160.96,74380.28,0
S2021_G041,2021,Upper Sideline,7_days_out,3600,2015,0.5597,0.4403,57.09,54.67,0.44,1585,0.645,127024.8,86666.16,0
S2021_G041,2021,Upper Sideline,2_days_out,3600,1900,0.5278,0.4722,57.09,56.85,0.472,1700,0.645,132070.19,96627.16,0
S2021_G041,2021,Upper Sideline,day_of_game,3600,1214,0.3372,0.6627,57.09,55.43,0.663,2386,0.645,128775.62,132240.52,0
S2021_G041,2021,Upper Center,30_days_out,2600,2035,0.7827,0.2173,71.62,72.28,0.217,565,0.749,140676.82,40844.86,0
S2021_G041,2021,Upper Center,14_days_out,2600,1576,0.6062,0.3937,71.62,72.67,0.394,1024,0.749,141427.69,74375.36,0
S2021_G041,2021,Upper Center,7_days_out,2600,1353,0.5204,0.4798,71.62,74.01,0.48,1247,0.749,144053.42,92330.03,0
S2021_G041,2021,Upper Center,2_days_out,2600,1029,0.3958,0.6043,71.62,73.95,0.604,1571,0.749,143927.78,116189.37,0
S2021_G041,2021,Upper Center,day_of_game,2600,761,0.2927,0.7074,71.62,75.37,0.707,1839,0.749,146686.8,138623.48,0
S2021_G041,2021,Lower Corner,30_days_out,2100,1792,0.8533,0.1469,99.1,104.59,0.147,308,0.661,145131.01,32262.36,0
S2021_G041,2021,Lower Corner,14_days_out,2100,1415,0.6738,0.3261,99.1,99.97,0.326,685,0.661,138720.39,68466.09,0
S2021_G041,2021,Lower Corner,7_days_out,2100,1280,0.6095,0.3907,99.1,102.35,0.391,820,0.661,142032.58,83975.46,0
S2021_G041,2021,Lower Corner,2_days_out,2100,1112,0.5295,0.4707,99.1,101.49,0.471,988,0.661,140829.41,100314.48,0
S2021_G041,2021,Lower Corner,day_of_game,2100,845,0.4024,0.5974,99.1,100.78,0.597,1255,0.661,139851.23,126432.41,0
S2021_G041,2021,Lower Sideline,30_days_out,1900,1630,0.8579,0.1419,143.81,151.56,0.142,270,0.532,153314.09,40864.78,0
S2021_G041,2021,Lower Sideline,14_days_out,1900,1408,0.7411,0.2589,143.81,149.33,0.259,492,0.532,151055.84,73460.52,0
S2021_G041,2021,Lower Sideline,7_days_out,1900,1335,0.7026,0.2976,143.81,145.99,0.298,565,0.532,147676.62,82537.07,0
S2021_G041,2021,Lower Sideline,2_days_out,1900,1133,0.5963,0.4038,143.81,147.78,0.404,767,0.532,149493.15,113374.65,0
S2021_G041,2021,Lower Sideline,day_of_game,1900,887,0.4668,0.5334,143.81,142.23,0.533,1013,0.532,143878.74,144141.18,0
S2021_G041,2021,Lower Center,30_days_out,1200,1002,0.835,0.1652,181.06,180.24,0.165,198,0.703,152089.99,35723.23,0
S2021_G041,2021,Lower Center,14_days_out,1200,839,0.6992,0.3012,181.06,184.66,0.301,361,0.703,155821.09,66735.74,0
S2021_G041,2021,Lower Center,7_days_out,1200,669,0.5575,0.4422,181.06,167.48,0.442,531,0.703,141318.77,88865.49,0
S2021_G041,2021,Lower Center,2_days_out,1200,592,0.4933,0.5063,181.06,180.38,0.506,608,0.703,152207.11,109585.38,0
S2021_G041,2021,Lower Center,day_of_game,1200,485,0.4042,0.5954,181.06,175.01,0.595,715,0.703,147673.09,125045.48,0
S2021_G041,2021,Club Level,30_days_out,950,855,0.9,0.0999,245.46,229.02,0.1,95,0.443,96356.86,21731.26,0
S2021_G041,2021,Club Level,14_days_out,950,794,0.8358,0.1646,245.46,221.57,0.165,156,0.443,93222.1,34637.61,0
S2021_G041,2021,Club Level,7_days_out,950,695,0.7316,0.2685,245.46,245.65,0.269,255,0.443,103352.03,62659.26,0
S2021_G041,2021,Club Level,2_days_out,950,540,0.5684,0.4319,245.46,230.52,0.432,410,0.443,96985.65,94585.52,0
S2021_G041,2021,Club Level,day_of_game,950,536,0.5642,0.4359,245.46,234.13,0.436,414,0.443,98505.99,96947.41,0
S2021_G041,2021,Suite,30_days_out,350,336,0.96,0.0395,416.68,433.11,0.039,14,0.379,57380.43,5987.65,0
S2021_G041,2021,Suite,14_days_out,350,268,0.7657,0.2338,416.68,421.23,0.234,82,0.379,55806.42,34476.17,0
S2021_G041,2021,Suite,7_days_out,350,283,0.8086,0.1924,416.68,438.21,0.192,67,0.379,58056.03,29507.62,0
S2021_G041,2021,Suite,2_days_out,350,262,0.7486,0.2507,416.68,417.52,0.251,88,0.379,55315.37,36631.35,0
S2021_G041,2021,Suite,day_of_game,350,215,0.6143,0.3844,416.68,417.75,0.384,135,0.379,55345.18,56207.95,0
S2021_G041,2021,Courtside/Premium,30_days_out,180,161,0.8944,0.105,588.64,578.16,0.105,19,0.439,45670.71,10922.5,0
S2021_G041,2021,Courtside/Premium,14_days_out,180,137,0.7611,0.2401,588.64,563.32,0.24,43,0.439,44498.65,24342.87,0
S2021_G041,2021,Courtside/Premium,7_days_out,180,130,0.7222,0.2765,588.64,598.28,0.276,50,0.439,47260.01,29771.64,0
S2021_G041,2021,Courtside/Premium,2_days_out,180,107,0.5944,0.4069,588.64,569.39,0.407,73,0.439,44977.82,41706.54,0
S2021_G041,2021,Courtside/Premium,day_of_game,180,93,0.5167,0.4809,588.64,557.98,0.481,87,0.439,44077.09,48303.2,0
S2021_G041,2021,Standing Room,30_days_out,1400,1259,0.8993,0.1004,35.19,36.18,0.1,141,0.657,33291.95,5085.77,0
