game_id,season,seat_section,pricing_window,secondary_market_avg_price,secondary_market_listing_count,resale_price_gap_pct,resale_velocity_index,scalper_pressure_score,scalper_risk_tier
S2021_G054,2021,Upper Sideline,2_days_out,63.78,110.22,0.0016,49.71,0.2534,Low
S2021_G054,2021,Upper Sideline,day_of_game,62.87,113.82,0.0442,53.28,0.1994,Low
S2021_G054,2021,Upper Center,30_days_out,64.62,36.26,-0.0219,55.91,0.1632,Low
S2021_G054,2021,Upper Center,14_days_out,64.8,30.6,0.0219,49.81,0.0968,Low
S2021_G054,2021,Upper Center,7_days_out,71.89,81.08,0.111,64.45,0.2954,Low
S2021_G054,2021,Upper Center,2_days_out,76.33,109.56,0.1604,45.71,0.2666,Low
S2021_G054,2021,Upper Center,day_of_game,68.46,56.94,0.0165,55.74,0.173,Low
S2021_G054,2021,Lower Corner,30_days_out,104.79,33.45,-0.0375,55.32,0.2157,Low
S2021_G054,2021,Lower Corner,14_days_out,115.18,61.69,0.0628,60.56,0.2597,Low
S2021_G054,2021,Lower Corner,7_days_out,114.67,58.48,0.1096,56.68,0.2403,Low
S2021_G054,2021,Lower Corner,2_days_out,112.95,84.31,0.0753,49.45,0.1891,Low
S2021_G054,2021,Lower Corner,day_of_game,107.11,48.64,0.0476,69.78,0.2366,Low
S2021_G054,2021,Lower Sideline,30_days_out,145.04,46.58,0.0492,44.38,0.1523,Low
S2021_G054,2021,Lower Sideline,14_days_out,145.94,65.63,0.0912,45.2,0.259,Low
S2021_G054,2021,Lower Sideline,7_days_out,147.16,64.58,0.0148,32.54,0.1019,Low
S2021_G054,2021,Lower Sideline,2_days_out,147.78,35.34,0.0593,38.5,0.1192,Low
S2021_G054,2021,Lower Sideline,day_of_game,161.2,96.56,0.143,54.39,0.3315,Low
S2021_G054,2021,Lower Center,30_days_out,175.67,61.91,0.0149,40.66,0.1491,Low
S2021_G054,2021,Lower Center,14_days_out,182.75,57.48,0.0333,38.4,0.1495,Low
S2021_G054,2021,Lower Center,7_days_out,176.14,20.1,0.0139,63.18,0.1902,Low
S2021_G054,2021,Lower Center,2_days_out,162.68,2.0,-0.0472,54.2,0.0939,Low
S2021_G054,2021,Lower Center,day_of_game,198.61,61.89,0.1397,25.11,0.1944,Low
S2021_G054,2021,Club Level,30_days_out,253.97,4.93,0.0503,28.59,0.1891,Low
S2021_G054,2021,Club Level,14_days_out,263.84,2.0,0.0584,45.87,0.1176,Low
S2021_G054,2021,Club Level,7_days_out,239.43,35.12,-0.0295,44.14,0.0727,Low
S2021_G054,2021,Club Level,2_days_out,268.73,67.93,0.0996,63.03,0.2941,Low
S2021_G054,2021,Club Level,day_of_game,275.43,39.0,0.0282,48.46,0.1748,Low
S2021_G054,2021,Suite,30_days_out,419.52,12.42,-0.0049,26.24,0.0799,Low
S2021_G054,2021,Suite,14_days_out,429.0,10.97,-0.0132,29.18,0.0809,Low
S2021_G054,2021,Suite,7_days_out,460.04,30.8,0.1023,45.57,0.2559,Low
S2021_G054,2021,Suite,2_days_out,470.11,26.61,0.0847,65.55,0.2319,Low
S2021_G054,2021,Suite,day_of_game,416.93,29.11,0.0103,44.71,0.1399,Low
S2021_G054,2021,Courtside/Premium,30_days_out,536.45,47.88,-0.1077,46.87,0.0963,Low
S2021_G054,2021,Courtside/Premium,14_days_out,596.48,2.0,-0.0018,26.89,0.1184,Low
S2021_G054,2021,Courtside/Premium,7_days_out,548.78,18.47,-0.0656,42.31,0.0659,Low
S2021_G054,2021,Courtside/Premium,2_days_out,608.28,13.92,0.029,33.32,0.1009,Low
S2021_G054,2021,Courtside/Premium,day_of_game,559.27,18.68,-0.0929,47.65,0.1751,Low
S2021_G054,2021,Standing Room,30_days_out,37.53,11.93,0.0647,45.16,0.1556,Low
S2021_G054,2021,Standing Room,14_days_out,39.09,54.06,0.1094,54.98,0.2579,Low
S2021_G054,2021,Standing Room,7_days_out,40.18,31.74,0.1478,87.16,0.3643,Low
S2021_G054,2021,Standing Room,2_days_out,33.55,53.38,-0.0059,37.23,0.0996,Low
S2021_G054,2021,Standing Room,day_of_game,38.45,65.12,0.0826,46.19,0.223,Low
S2021_G055,2021,Upper Baseline,30_days_out,53.03,82.45,0.1448,53.47,0.372,Low
S2021_G055,2021,Upper Baseline,14_days_out,49.56,125.47,0.0789,53.89,0.2539,Low
S2021_G055,2021,Upper Baseline,7_days_out,51.84,183.13,0.1273,65.89,0.4011,Medium
S2021_G055,2021,Upper Baseline,2_days_out,65.47,325.9,0.3923,81.34,0.643,High
S2021_G055,2021,Upper Baseline,day_of_game,54.92,225.98,0.2132,69.87,0.4602,Medium
S2021_G055,2021,Upper Sideline,30_days_out,67.78,58.41,0.1304,62.46,0.2462,Low
S2021_G055,2021,Upper Sideline,14_days_out,59.45,116.16,0.0565,58.1,0.1877,Low
S2021_G055,2021,Upper Sideline,7_days_out,63.28,117.75,0.0833,50.64,0.2852,Medium
S2021_G055,2021,Upper Sideline,2_days_out,74.86,216.55,0.2564,61.08,0.4885,Medium
S2021_G055,2021,Upper Sideline,day_of_game,67.14,141.76,0.1222,50.91,0.2378,Medium
S2021_G055,2021,Upper Center,30_days_out,94.46,89.89,0.2261,54.44,0.3845,Low
S2021_G055,2021,Upper Center,14_days_out,81.23,56.94,0.0427,59.14,0.2083,Low
S2021_G055,2021,Upper Center,7_days_out,85.48,80.3,0.075,48.52,0.2147,Low
S2021_G055,2021,Upper Center,2_days_out,84.93,106.17,0.0978,60.76,0.3722,Medium
S2021_G055,2021,Upper Center,day_of_game,87.29,114.29,0.1012,52.62,0.2339,Low
S2021_G055,2021,Lower Corner,30_days_out,120.91,32.23,0.1349,46.63,0.1887,Low
S2021_G055,2021,Lower Corner,14_days_out,128.62,70.54,0.1633,76.09,0.3867,Low
S2021_G055,2021,Lower Corner,7_days_out,114.64,72.76,0.0643,68.33,0.2744,Low
S2021_G055,2021,Lower Corner,2_days_out,113.82,88.94,0.0664,60.89,0.2945,Low
S2021_G055,2021,Lower Corner,day_of_game,128.82,102.88,0.1886,63.16,0.3455,Low
S2021_G055,2021,Lower Sideline,30_days_out,163.49,19.09,0.1405,52.84,0.2749,Low
S2021_G055,2021,Lower Sideline,14_days_out,143.92,28.44,-0.0241,53.15,0.2132,Low
S2021_G055,2021,Lower Sideline,7_days_out,171.7,76.12,0.1659,44.77,0.3389,Medium
S2021_G055,2021,Lower Sideline,2_days_out,158.03,55.79,0.0972,53.32,0.2384,Low
S2021_G055,2021,Lower Sideline,day_of_game,206.21,136.97,0.3392,68.66,0.623,Medium
S2021_G055,2021,Lower Center,30_days_out,194.62,2.0,0.0235,30.12,0.1437,Low
S2021_G055,2021,Lower Center,14_days_out,221.25,79.23,0.232,61.61,0.4343,Medium
S2021_G055,2021,Lower Center,7_days_out,195.93,51.27,0.1138,56.08,0.2773,Low
S2021_G055,2021,Lower Center,2_days_out,204.37,72.85,0.1401,52.68,0.229,Low
S2021_G055,2021,Lower Center,day_of_game,198.68,55.28,0.1167,51.61,0.2535,Low
S2021_G055,2021,Club Level,30_days_out,320.97,61.27,0.2128,78.68,0.4305,Medium
S2021_G055,2021,Club Level,14_days_out,285.43,2.0,0.057,38.87,0.1153,Low
S2021_G055,2021,Club Level,7_days_out,326.48,28.4,0.2105,53.62,0.4124,Medium
S2021_G055,2021,Club Level,2_days_out,298.26,23.1,0.0855,66.89,0.2391,Low
S2021_G055,2021,Club Level,day_of_game,322.1,105.08,0.2515,84.47,0.4986,Medium
S2021_G055,2021,Suite,30_days_out,536.82,2.23,0.2695,75.55,0.4171,Low
S2021_G055,2021,Suite,14_days_out,458.12,14.77,0.0845,66.02,0.1908,Low
S2021_G055,2021,Suite,7_days_out,455.28,2.0,0.0652,51.56,0.1843,Low
S2021_G055,2021,Suite,2_days_out,451.53,2.0,0.0636,53.54,0.1231,Low
S2021_G055,2021,Suite,day_of_game,450.07,9.15,0.0692,39.54,0.1785,Low
S2021_G055,2021,Courtside/Premium,30_days_out,692.61,2.0,0.0527,50.27,0.1413,Low
S2021_G055,2021,Courtside/Premium,14_days_out,749.36,2.0,0.0906,45.85,0.1962,Low
S2021_G055,2021,Courtside/Premium,7_days_out,818.04,9.0,0.2132,73.63,0.3456,Medium
S2021_G055,2021,Courtside/Premium,2_days_out,806.43,2.0,0.2051,67.87,0.3975,Low
S2021_G055,2021,Courtside/Premium,day_of_game,751.21,31.8,0.1297,35.31,0.1826,Low
S2021_G055,2021,Standing Room,30_days_out,46.78,20.48,0.2121,59.76,0.3781,Low
S2021_G055,2021,Standing Room,14_days_out,43.87,46.15,0.1374,79.27,0.3358,Medium
S2021_G055,2021,Standing Room,7_days_out,44.35,48.2,0.1164,38.56,0.2225,Low
S2021_G055,2021,Standing Room,2_days_out,45.38,78.63,0.1153,49.92,0.2357,Medium
S2021_G055,2021,Standing Room,day_of_game,47.64,71.86,0.2082,63.21,0.3435,Medium
S2021_G056,2021,Upper Baseline,30_days_out,79.28,286.03,0.3525,78.41,0.5814,Medium
S2021_G056,2021,Upper Baseline,14_days_out,81.05,523.14,0.3363,87.06,0.7086,High
S2021_G056,2021,Upper Baseline,7_days_out,73.71,558.84,0.2528,70.94,0.6053,High
S2021_G056,2021,Upper Baseline,2_days_out,80.9,703.04,0.3537,57.45,0.7255,High
S2021_G056,2021,Upper Baseline,day_of_game,74.94,660.51,0.318,65.34,0.7936,High
S2021_G056,2021,Upper Sideline,30_days_out,89.1,222.75,0.2173,72.44,0.4887,Medium
S2021_G056,2021,Upper Sideline,14_days_out,102.82,462.59,0.3743,64.07,0.7192,High
S2021_G056,2021,Upper Sideline,7_days_out,99.15,464.82,0.3288,79.48,0.6604,High
S2021_G056,2021,Upper Sideline,2_days_out,100.29,544.52,0.3004,90.64,0.8204,High
S2021_G056,2021,Upper Sideline,day_of_game,94.58,577.1,0.2628,108.22,0.6975,High
S2021_G056,2021,Upper Center,30_days_out,124.68,163.76,0.3491,88.27,0.6017,Medium
S2021_G056,2021,Upper Center,14_days_out,127.25,281.63,0.2817,73.57,0.5197,Medium
S2021_G056,2021,Upper Center,7_days_out,119.72,341.59,0.2717,80.92,0.6361,Medium
S2021_G056,2021,Upper Center,2_days_out,100.29,344.33,0.0914,85.79,0.4515,Medium
S2021_G056,2021,Upper Center,day_of_game,123.0,422.35,0.2493,92.4,0.6282,High
S2021_G056,2021,Lower Corner,30_days_out,153.67,159.14,0.1917,76.99,0.4903,Medium
S2021_G056,2021,Lower Corner,14_days_out,152.93,251.13,0.214,77.66,0.4735,Medium
S2021_G056,2021,Lower Corner,7_days_out,161.39,286.42,0.2608,97.31,0.6076,High
S2021_G056,2021,Lower Corner,2_days_out,180.76,332.47,0.4327,114.98,0.8718,High
S2021_G056,2021,Lower Corner,day_of_game,174.05,345.63,0.3567,82.95,0.6921,High
S2021_G056,2021,Lower Sideline,30_days_out,218.32,154.02,0.3072,90.89,0.567,High
S2021_G056,2021,Lower Sideline,14_days_out,226.25,240.88,0.3783,110.35,0.7075,High
S2021_G056,2021,Lower Sideline,7_days_out,194.65,237.56,0.1491,66.14,0.3735,Medium
S2021_G056,2021,Lower Sideline,2_days_out,242.42,305.86,0.3818,89.28,0.6982,High
S2021_G056,2021,Lower Sideline,day_of_game,196.45,288.25,0.1766,88.53,0.4463,Medium
S2021_G056,2021,Lower Center,30_days_out,292.04,85.59,0.2671,81.25,0.5012,Medium
S2021_G056,2021,Lower Center,14_days_out,308.2,135.49,0.3115,90.07,0.5481,Medium
S2021_G056,2021,Lower Center,7_days_out,274.48,146.66,0.1692,70.74,0.3968,Low
S2021_G056,2021,Lower Center,2_days_out,296.68,178.05,0.2606,93.04,0.5065,Medium
S2021_G056,2021,Lower Center,day_of_game,328.55,196.59,0.3793,89.53,0.6218,Medium
S2021_G056,2021,Club Level,30_days_out,422.78,47.74,0.1698,53.5,0.3597,Low
S2021_G056,2021,Club Level,14_days_out,400.17,115.5,0.1497,62.96,0.384,Medium
S2021_G056,2021,Club Level,7_days_out,440.11,114.46,0.2005,75.56,0.3729,Low
S2021_G056,2021,Club Level,2_days_out,405.59,121.11,0.1426,76.46,0.3225,Low
S2021_G056,2021,Club Level,day_of_game,415.59,125.37,0.2197,68.04,0.407,Medium
S2021_G056,2021,Suite,30_days_out,687.34,23.73,0.2941,85.49,0.4858,Medium
S2021_G056,2021,Suite,14_days_out,711.9,34.26,0.427,102.18,0.7029,High
S2021_G056,2021,Suite,7_days_out,697.79,71.55,0.3629,77.01,0.5653,Medium
S2021_G056,2021,Suite,2_days_out,714.03,48.37,0.3848,100.7,0.6369,High
S2021_G056,2021,Suite,day_of_game,667.71,87.09,0.2595,99.11,0.544,Medium
S2021_G056,2021,Courtside/Premium,30_days_out,984.23,34.77,0.2965,72.16,0.4136,Low
S2021_G056,2021,Courtside/Premium,14_days_out,1043.83,9.85,0.3876,102.64,0.6159,Medium
S2021_G056,2021,Courtside/Premium,7_days_out,973.72,23.73,0.3084,58.64,0.4272,Low
S2021_G056,2021,Courtside/Premium,2_days_out,997.59,68.28,0.3314,78.62,0.5148,Medium
S2021_G056,2021,Courtside/Premium,day_of_game,1029.76,16.19,0.3326,97.46,0.5525,Medium
S2021_G056,2021,Standing Room,30_days_out,58.63,108.37,0.2821,78.36,0.4543,Low
S2021_G056,2021,Standing Room,14_days_out,57.89,164.57,0.3441,83.51,0.654,Medium
S2021_G056,2021,Standing Room,7_days_out,52.21,180.67,0.1701,87.48,0.4121,Medium
S2021_G056,2021,Standing Room,2_days_out,60.48,224.27,0.3471,92.07,0.621,High
S2021_G056,2021,Standing Room,day_of_game,61.69,205.75,0.4032,91.31,0.7127,High
S2021_G057,2021,Upper Baseline,30_days_out,68.85,259.72,0.1618,85.61,0.3945,Medium
S2021_G057,2021,Upper Baseline,14_days_out,78.06,433.99,0.2657,72.26,0.6536,Medium
S2021_G057,2021,Upper Baseline,7_days_out,76.95,589.04,0.3284,86.41,0.7707,High
S2021_G057,2021,Upper Baseline,2_days_out,81.95,657.54,0.3577,98.52,0.8504,High
S2021_G057,2021,Upper Baseline,day_of_game,74.18,653.07,0.2657,73.6,0.6972,High
S2021_G057,2021,Upper Sideline,30_days_out,108.69,272.55,0.2922,86.32,0.5817,High
S2021_G057,2021,Upper Sideline,14_days_out,104.53,427.82,0.2769,97.87,0.6926,High
S2021_G057,2021,Upper Sideline,7_days_out,112.07,504.29,0.3236,79.01,0.7196,High
S2021_G057,2021,Upper Sideline,2_days_out,107.41,556.75,0.2921,73.26,0.6795,High
S2021_G057,2021,Upper Sideline,day_of_game,113.99,599.82,0.3607,94.26,0.7588,High
S2021_G057,2021,Upper Center,30_days_out,133.54,182.0,0.2561,60.01,0.3931,Medium
S2021_G057,2021,Upper Center,14_days_out,135.97,290.25,0.2681,82.16,0.5674,Medium
S2021_G057,2021,Upper Center,7_days_out,142.24,348.57,0.2979,108.11,0.665,High
S2021_G057,2021,Upper Center,2_days_out,137.72,393.37,0.2613,91.03,0.6916,High
S2021_G057,2021,Upper Center,day_of_game,153.29,446.2,0.3721,99.8,0.8063,High
S2021_G057,2021,Lower Corner,30_days_out,178.36,146.69,0.1971,94.04,0.456,Medium
S2021_G057,2021,Lower Corner,14_days_out,183.15,259.3,0.3205,90.27,0.6275,High
S2021_G057,2021,Lower Corner,7_days_out,173.23,271.25,0.1913,84.94,0.4819,Medium
S2021_G057,2021,Lower Corner,2_days_out,194.22,365.45,0.3371,78.14,0.6638,High
S2021_G057,2021,Lower Corner,day_of_game,192.75,348.62,0.3526,97.22,0.6984,High
S2021_G057,2021,Lower Sideline,30_days_out,248.08,146.17,0.3212,108.85,0.5705,High
S2021_G057,2021,Lower Sideline,14_days_out,238.15,196.08,0.2587,76.83,0.5168,High
S2021_G057,2021,Lower Sideline,7_days_out,260.25,264.94,0.3338,79.94,0.6285,High
S2021_G057,2021,Lower Sideline,2_days_out,276.9,316.12,0.4803,95.3,0.8032,High
S2021_G057,2021,Lower Sideline,day_of_game,281.21,323.38,0.4537,89.01,0.7077,High
S2021_G057,2021,Lower Center,30_days_out,309.55,69.07,0.2562,96.04,0.5221,Medium
S2021_G057,2021,Lower Center,14_days_out,320.22,151.66,0.2644,91.94,0.52,Medium
S2021_G057,2021,Lower Center,7_days_out,311.04,136.94,0.2622,88.17,0.4975,High
S2021_G057,2021,Lower Center,2_days_out,319.19,192.73,0.2888,69.23,0.4994,High
S2021_G057,2021,Lower Center,day_of_game,352.26,201.5,0.3605,92.13,0.7039,High
S2021_G057,2021,Club Level,30_days_out,434.2,71.03,0.3027,80.62,0.531,Medium
S2021_G057,2021,Club Level,14_days_out,394.08,122.11,0.2082,68.7,0.4119,Medium
S2021_G057,2021,Club Level,7_days_out,437.19,153.17,0.3607,105.45,0.6247,High
S2021_G057,2021,Club Level,2_days_out,454.84,160.61,0.3888,107.72,0.6519,High
S2021_G057,2021,Club Level,day_of_game,401.82,144.58,0.2796,86.79,0.5272,High
S2021_G057,2021,Suite,30_days_out,752.98,2.0,0.2823,73.72,0.4131,Medium
S2021_G057,2021,Suite,14_days_out,781.34,13.24,0.3769,88.12,0.586,Medium
S2021_G057,2021,Suite,7_days_out,728.07,66.33,0.2232,63.68,0.4037,Medium
S2021_G057,2021,Suite,2_days_out,791.33,50.87,0.3012,99.49,0.5325,Medium
S2021_G057,2021,Suite,day_of_game,754.15,48.21,0.2944,84.27,0.4916,Medium
S2021_G057,2021,Courtside/Premium,30_days_out,1060.01,4.48,0.2532,70.24,0.4208,Medium
S2021_G057,2021,Courtside/Premium,14_days_out,1274.28,23.34,0.4668,107.06,0.7143,High
S2021_G057,2021,Courtside/Premium,7_days_out,1131.79,15.37,0.3179,76.17,0.4505,Medium
S2021_G057,2021,Courtside/Premium,2_days_out,1078.93,28.24,0.2427,89.39,0.5151,Medium
S2021_G057,2021,Courtside/Premium,day_of_game,1212.54,36.69,0.3901,73.95,0.5055,Medium
S2021_G057,2021,Standing Room,30_days_out,66.48,119.26,0.3131,72.74,0.4973,Medium
S2021_G057,2021,Standing Room,14_days_out,71.12,156.51,0.3485,96.68,0.5766,High
S2021_G057,2021,Standing Room,7_days_out,62.43,219.49,0.23,94.51,0.519,Medium
S2021_G057,2021,Standing Room,2_days_out,59.06,187.2,0.1652,74.5,0.3941,Medium
S2021_G057,2021,Standing Room,day_of_game,66.68,238.57,0.2662,76.35,0.4652,Medium
S2021_G058,2021,Upper Baseline,30_days_out,77.45,299.46,0.2776,73.25,0.549,Medium
S2021_G058,2021,Upper Baseline,14_days_out,75.24,503.07,0.3264,68.93,0.6544,High
S2021_G058,2021,Upper Baseline,7_days_out,71.93,510.75,0.2276,65.29,0.6495,Medium
S2021_G058,2021,Upper Baseline,2_days_out,81.23,643.07,0.3421,96.16,0.7691,High
S2021_G058,2021,Upper Baseline,day_of_game,79.51,647.23,0.3112,88.92,0.7317,High
S2021_G058,2021,Upper Sideline,30_days_out,94.85,228.84,0.1646,76.84,0.4048,Medium
S2021_G058,2021,Upper Sideline,14_days_out,118.05,438.25,0.399,111.79,0.7511,High
S2021_G058,2021,Upper Sideline,7_days_out,101.15,536.68,0.2717,86.57,0.711,High
S2021_G058,2021,Upper Sideline,2_days_out,96.71,499.23,0.2329,75.98,0.5516,High
S2021_G058,2021,Upper Sideline,day_of_game,108.35,611.9,0.3357,93.44,0.7575,High
S2021_G058,2021,Upper Center,30_days_out,131.29,169.73,0.3332,91.5,0.5871,Medium
S2021_G058,2021,Upper Center,14_days_out,117.12,309.19,0.2855,87.11,0.5722,High
S2021_G058,2021,Upper Center,7_days_out,124.17,398.0,0.4031,82.31,0.7478,High
S2021_G058,2021,Upper Center,2_days_out,120.75,376.34,0.2882,83.52,0.684,High
S2021_G058,2021,Upper Center,day_of_game,113.56,377.99,0.2105,96.23,0.5309,High
S2021_G058,2021,Lower Corner,30_days_out,169.81,127.57,0.2667,98.31,0.5507,Medium
S2021_G058,2021,Lower Corner,14_days_out,154.25,222.04,0.1555,84.99,0.4174,Medium
S2021_G058,2021,Lower Corner,7_days_out,192.44,292.26,0.3522,91.45,0.6402,High
S2021_G058,2021,Lower Corner,2_days_out,192.3,337.28,0.3383,94.72,0.7265,Medium
S2021_G058,2021,Lower Corner,day_of_game,202.36,355.0,0.4488,96.66,0.8189,High
S2021_G058,2021,Lower Sideline,30_days_out,243.65,127.72,0.2611,73.63,0.468,Medium
S2021_G058,2021,Lower Sideline,14_days_out,252.1,232.38,0.2553,93.05,0.5328,Medium
S2021_G058,2021,Lower Sideline,7_days_out,262.55,307.47,0.3235,93.6,0.6494,Medium
S2021_G058,2021,Lower Sideline,2_days_out,256.24,263.19,0.2996,96.61,0.6348,High
S2021_G058,2021,Lower Sideline,day_of_game,269.23,294.77,0.3583,89.66,0.6032,High
S2021_G058,2021,Lower Center,30_days_out,346.77,68.86,0.3816,58.1,0.5098,Medium
S2021_G058,2021,Lower Center,14_days_out,353.71,169.64,0.3933,103.45,0.6407,High
S2021_G058,2021,Lower Center,7_days_out,304.36,150.77,0.226,70.19,0.4329,Medium
S2021_G058,2021,Lower Center,2_days_out,322.76,157.72,0.2447,79.14,0.4859,Medium
S2021_G058,2021,Lower Center,day_of_game,315.87,178.33,0.2225,77.54,0.4511,Medium
S2021_G058,2021,Club Level,30_days_out,461.92,40.01,0.2342,82.8,0.4669,Medium
S2021_G058,2021,Club Level,14_days_out,451.61,122.36,0.2365,87.84,0.419,Medium
S2021_G058,2021,Club Level,7_days_out,472.23,122.17,0.2796,84.36,0.5192,Medium
S2021_G058,2021,Club Level,2_days_out,492.88,149.28,0.3233,89.28,0.5902,Medium
S2021_G058,2021,Club Level,day_of_game,520.21,157.95,0.4026,76.68,0.6074,High
S2021_G058,2021,Suite,30_days_out,772.14,21.63,0.3624,78.66,0.4966,Medium
S2021_G058,2021,Suite,14_days_out,746.29,33.37,0.2975,71.09,0.4675,Medium
S2021_G058,2021,Suite,7_days_out,757.35,40.15,0.3806,87.31,0.6552,Medium
S2021_G058,2021,Suite,2_days_out,664.42,51.23,0.2238,104.83,0.4851,Medium
S2021_G058,2021,Suite,day_of_game,744.36,43.9,0.3532,87.19,0.5256,Medium
S2021_G058,2021,Courtside/Premium,30_days_out,1109.28,3.66,0.2905,85.74,0.4976,Medium
S2021_G058,2021,Courtside/Premium,14_days_out,1092.34,2.0,0.2239,100.59,0.484,Medium
S2021_G058,2021,Courtside/Premium,7_days_out,1214.26,40.36,0.3683,112.78,0.6161,Medium
S2021_G058,2021,Courtside/Premium,2_days_out,1068.72,2.0,0.2235,87.28,0.3822,Medium
S2021_G058,2021,Courtside/Premium,day_of_game,1167.07,57.05,0.3836,84.66,0.613,High
S2021_G058,2021,Standing Room,30_days_out,59.33,88.47,0.1892,74.68,0.4194,Medium
S2021_G058,2021,Standing Room,14_days_out,66.2,195.11,0.3428,104.85,0.6955,High
S2021_G058,2021,Standing Room,7_days_out,63.99,185.41,0.2965,104.77,0.68,Medium
S2021_G058,2021,Standing Room,2_days_out,69.84,202.92,0.3671,86.4,0.632,High
S2021_G058,2021,Standing Room,day_of_game,65.63,221.37,0.309,100.76,0.6384,Medium
S2021_G059,2021,Upper Baseline,30_days_out,87.7,302.94,0.31,72.93,0.6122,Medium
S2021_G059,2021,Upper Baseline,14_days_out,85.96,501.1,0.3268,94.75,0.7157,High
S2021_G059,2021,Upper Baseline,7_days_out,91.91,628.32,0.352,98.72,0.8371,High
S2021_G059,2021,Upper Baseline,2_days_out,88.36,650.04,0.3189,115.55,0.9287,High
S2021_G059,2021,Upper Baseline,day_of_game,99.84,755.83,0.4911,98.47,0.978,High
S2021_G059,2021,Upper Sideline,30_days_out,98.19,282.11,0.3032,79.17,0.5604,Medium
S2021_G059,2021,Upper Sideline,14_days_out,90.84,381.89,0.1673,70.53,0.4177,Medium
S2021_G059,2021,Upper Sideline,7_days_out,100.92,504.73,0.2937,104.8,0.688,High
S2021_G059,2021,Upper Sideline,2_days_out,102.21,590.72,0.3217,86.21,0.7297,High
S2021_G059,2021,Upper Sideline,day_of_game,99.34,528.1,0.2839,100.34,0.7611,High
S2021_G059,2021,Upper Center,30_days_out,130.34,188.63,0.4007,97.1,0.5867,High
S2021_G059,2021,Upper Center,14_days_out,123.92,291.19,0.3128,87.99,0.6139,High
S2021_G059,2021,Upper Center,7_days_out,119.86,349.93,0.3178,75.24,0.5803,Medium
S2021_G059,2021,Upper Center,2_days_out,117.87,382.07,0.2915,87.25,0.675,High
S2021_G059,2021,Upper Center,day_of_game,128.8,477.46,0.3762,101.13,0.7981,High
S2021_G059,2021,Lower Corner,30_days_out,171.19,124.17,0.2343,106.27,0.5301,Medium
S2021_G059,2021,Lower Corner,14_days_out,164.26,215.7,0.2555,86.68,0.5388,Medium
S2021_G059,2021,Lower Corner,7_days_out,179.59,274.17,0.3089,93.62,0.5998,Medium
S2021_G059,2021,Lower Corner,2_days_out,185.95,310.1,0.3104,103.9,0.6594,High
S2021_G059,2021,Lower Corner,day_of_game,188.36,342.8,0.3526,88.26,0.6379,High
S2021_G059,2021,Lower Sideline,30_days_out,225.25,140.62,0.2369,89.85,0.4912,Medium
S2021_G059,2021,Lower Sideline,14_days_out,242.08,244.85,0.3541,95.18,0.5905,High
S2021_G059,2021,Lower Sideline,7_days_out,255.04,326.18,0.4021,104.98,0.7091,High
S2021_G059,2021,Lower Sideline,2_days_out,249.72,257.38,0.3658,86.18,0.6443,High
S2021_G059,2021,Lower Sideline,day_of_game,221.17,311.6,0.2331,90.76,0.5513,Medium
S2021_G059,2021,Lower Center,30_days_out,311.31,69.47,0.2292,57.81,0.3505,Low
S2021_G059,2021,Lower Center,14_days_out,324.11,127.25,0.2226,83.25,0.4638,Medium
S2021_G059,2021,Lower Center,7_days_out,300.73,169.73,0.2176,73.19,0.4598,Medium
S2021_G059,2021,Lower Center,2_days_out,308.87,144.14,0.2602,93.22,0.537,Medium
S2021_G059,2021,Lower Center,day_of_game,349.88,200.27,0.3981,82.27,0.6052,High
S2021_G059,2021,Club Level,30_days_out,463.4,72.54,0.3436,91.33,0.6186,Medium
S2021_G059,2021,Club Level,14_days_out,429.52,116.62,0.2903,85.12,0.5437,Medium
S2021_G059,2021,Club Level,7_days_out,459.34,124.92,0.3056,82.16,0.5069,Medium
S2021_G059,2021,Club Level,2_days_out,506.88,155.93,0.438,108.19,0.7786,High
S2021_G059,2021,Club Level,day_of_game,461.11,166.02,0.3234,83.26,0.5278,High
S2021_G059,2021,Suite,30_days_out,847.34,25.42,0.3656,79.63,0.5612,Medium
S2021_G059,2021,Suite,14_days_out,745.91,2.0,0.3409,78.64,0.5876,Medium
S2021_G059,2021,Suite,7_days_out,724.76,28.03,0.2502,73.98,0.4496,Medium
S2021_G059,2021,Suite,2_days_out,713.87,12.85,0.2225,82.25,0.4616,Medium
S2021_G059,2021,Suite,day_of_game,817.97,46.44,0.3447,91.23,0.5608,Medium
S2021_G059,2021,Courtside/Premium,30_days_out,975.63,2.85,0.1796,88.85,0.3898,Low
S2021_G059,2021,Courtside/Premium,14_days_out,1093.41,12.06,0.2559,95.72,0.4866,Medium
S2021_G059,2021,Courtside/Premium,7_days_out,1028.5,13.74,0.2223,86.94,0.422,Medium
S2021_G059,2021,Courtside/Premium,2_days_out,1217.19,39.64,0.3729,99.9,0.5933,Medium
S2021_G059,2021,Courtside/Premium,day_of_game,1124.28,34.5,0.2985,90.62,0.4808,Medium
S2021_G059,2021,Standing Room,30_days_out,61.81,103.37,0.3152,83.99,0.5217,High
S2021_G059,2021,Standing Room,14_days_out,64.35,190.21,0.3375,84.08,0.5876,Medium
S2021_G059,2021,Standing Room,7_days_out,63.02,218.47,0.3478,90.18,0.5645,High
S2021_G059,2021,Standing Room,2_days_out,61.76,182.08,0.3077,92.91,0.607,High
