season,game_id,game_date,day_of_week,weekend_flag,holiday_flag,rivalry_flag,division_matchup_flag,opponent,opponent_strength,home_team_win_rate,away_team_win_rate,home_team_recent_form,away_team_recent_form,playoff_implication_score,premium_game_flag,seat_section,section_capacity,inventory_remaining,inventory_remaining_pct,current_sell_through_rate,seat_quality_score,base_ticket_price,current_ticket_price,price_change_from_base_pct,days_before_game,pricing_window,days_until_game_bucket,month,season_stage,website_traffic_index,search_interest_index,social_sentiment_score,social_volume_index,email_campaign_active,promotion_flag,marketing_spend_index,star_player_available,injury_news_severity,weather_severity,temperature_score,demand_signal_score,secondary_market_avg_price,secondary_market_listing_count,resale_price_gap_pct,resale_velocity_index,scalper_pressure_score,rolling_3_game_attendance_rate,rolling_5_game_sell_through_rate,previous_similar_game_sell_through,same_opponent_last_season_attendance,section_historical_fill_rate,historical_price_elasticity_section,historical_attendance_rate,affordability_segment,affordability_index,local_income_proxy,final_sell_through_rate,final_attendance_rate,realized_revenue,revenue_per_available_seat,unsold_inventory_pct,actual_secondary_market_gap,realized_demand_score,demand_index,demand_tier,scalper_risk_tier,scalper_risk_label,optimal_price_oracle,recommended_price_target,tickets_sold_pct,sold_tickets,attendance_rate,revenue,predicted_demand_tier,predicted_demand_probability,predicted_sell_through,predicted_scalper_risk_tier,predicted_scalper_risk_probability,recommended_price,price_change_pct,expected_sell_through,expected_revenue,revenue_uplift_vs_current,secondary_market_leakage_reduction,human_approval_required,affordability_risk_flag,capped_by_guardrail,pricing_action
2025,S2025_G026,2025-12-12,Friday,1,0,0,0,Chicago Bulls,64.79,0.475,0.581,0.444,0.556,0.139,0,Suite,350,224,0.64,0.3588,0.91,484.43,483.64,-0.0016,14,14_days_out,8_to_20_days,12,mid,176.63,147.1,0.21,98.42,0,0,73.55,1,0.292,0.201,0.829,0.5193,538.7,2.0,0.1138,48.79,0.212,0.899,0.909,0.906,0.876,0.864,-0.395,0.899,Affluent,114.13,107.42,0.751,0.742,127143.03,363.27,0.249,55.06,0.71,0.71,Medium,Low,Low,515.27,515.27,0.359,126,0.742,60734.07,Low,0.5231807963521483,0.7538823703753601,Low,0.8493759226439859,641.87,0.3272,0.6065,135472.06,7859.38,2033.93,True,False,False,Review
2025,S2025_G026,2025-12-12,Friday,1,0,0,0,Chicago Bulls,64.79,0.475,0.581,0.444,0.556,0.139,0,Suite,350,172,0.4914,0.5078,0.91,484.43,477.63,-0.014,7,7_days_out,3_to_7_days,12,mid,199.24,152.17,0.521,105.09,0,0,73.55,1,0.292,0.201,0.829,0.5975,552.48,45.08,0.1567,45.7,0.2793,0.899,0.909,0.906,0.876,0.864,-0.395,0.899,Affluent,111.21,108.02,0.751,0.742,125563.09,358.75,0.249,74.86,0.71,0.71,Medium,Medium,Medium,517.76,517.76,0.508,178,0.742,84886.37,Medium,0.9529695250095722,0.7624766015764896,Medium,0.6407328570453873,641.87,0.3439,0.6589,147256.09,19792.49,2796.5,True,False,False,Review
2025,S2025_G026,2025-12-12,Friday,1,0,0,0,Chicago Bulls,64.79,0.475,0.581,0.444,0.556,0.139,0,Suite,350,142,0.4057,0.5954,0.91,484.43,473.15,-0.0233,2,2_days_out,1_to_2_days,12,mid,213.53,144.8,0.34,105.77,0,0,73.55,1,0.292,0.201,0.829,0.6165,565.68,46.09,0.1956,61.25,0.3024,0.899,0.909,0.906,0.876,0.864,-0.395,0.899,Affluent,109.29,113.43,0.751,0.742,124384.73,355.38,0.249,92.53,0.71,0.71,Medium,Medium,Medium,520.02,520.02,0.595,208,0.742,98599.98,Medium,0.9525089100069832,0.7540320245844188,Medium,0.833834697105077,629.76,0.331,0.6404,140452.74,15583.15,3418.76,True,False,False,Review
2025,S2025_G026,2025-12-12,Friday,1,0,0,0,Chicago Bulls,64.79,0.475,0.581,0.444,0.556,0.139,0,Suite,350,117,0.3343,0.6645,0.91,484.43,473.35,-0.0229,0,day_of_game,day_of_game,12,mid,212.24,160.04,0.304,119.65,0,0,73.55,1,0.292,0.201,0.829,0.6575,595.03,22.48,0.257,52.9,0.3822,0.899,0.909,0.906,0.876,0.864,-0.395,0.899,Affluent,114.07,104.87,0.751,0.742,124438.89,355.54,0.249,121.67,0.71,0.71,Medium,Medium,Medium,523.59,523.59,0.665,233,0.742,110093.31,Medium,0.9430144631544553,0.7385443506750541,Medium,0.8546417028754643,629.76,0.3304,0.6271,137521.49,15165.0,4403.44,True,False,False,Review
2025,S2025_G026,2025-12-12,Friday,1,0,0,0,Chicago Bulls,64.79,0.475,0.581,0.444,0.556,0.139,0,Courtside/Premium,180,151,0.8389,0.1633,0.98,738.4,762.0,0.032,30,30_days_out,21_plus_days,12,mid,133.65,97.78,0.576,76.68,0,0,73.55,1,0.292,0.201,0.829,0.4101,829.21,2.23,0.0882,47.64,0.2443,0.832,0.807,0.702,0.84,0.828,-0.349,0.832,Premium,129.16,126.41,0.695,0.695,95369.68,529.83,0.305,67.21,0.689,0.689,Low,Low,Low,686.2,686.2,0.163,29,0.695,22396.98,Low,0.9739333709953211,0.7211908714477542,Low,0.9702985568820874,1015.3,0.3324,0.5875,106674.49,7755.95,1221.48,True,False,False,Review
2025,S2025_G026,2025-12-12,Friday,1,0,0,0,Chicago Bulls,64.79,0.475,0.581,0.444,0.556,0.139,0,Courtside/Premium,180,122,0.6778,0.3224,0.98,738.4,726.45,-0.0162,14,14_days_out,8_to_20_days,12,mid,174.54,132.12,0.35,94.43,0,0,73.55,1,0.292,0.201,0.829,0.4957,777.28,2.0,0.07,53.56,0.1706,0.832,0.807,0.702,0.84,0.828,-0.349,0.832,Premium,129.41,131.66,0.695,0.695,90920.73,505.12,0.305,50.82,0.689,0.689,Low,Low,Low,685.53,685.53,0.322,58,0.695,42162.6,Low,0.6645239934166457,0.7145429434989069,Low,0.9276981501168943,978.38,0.3468,0.5781,101196.56,7762.21,915.27,True,False,False,Review
2025,S2025_G026,2025-12-12,Friday,1,0,0,0,Chicago Bulls,64.79,0.475,0.581,0.444,0.556,0.139,0,Courtside/Premium,180,103,0.5722,0.4287,0.98,738.4,738.66,0.0004,7,7_days_out,3_to_7_days,12,mid,192.19,144.23,0.4,112.95,0,0,73.55,1,0.292,0.201,0.829,0.5554,801.92,16.96,0.0856,54.46,0.2488,0.832,0.807,0.702,0.84,0.828,-0.349,0.832,Premium,130.31,134.21,0.695,0.695,92449.17,513.61,0.305,63.26,0.689,0.689,Medium,Low,Low,782.9,782.9,0.429,77,0.695,57005.4,Medium,0.7098696245860813,0.7152915996581669,Low,0.7755497610654297,996.84,0.3495,0.628,112038.23,16933.91,1140.28,True,False,False,Review
2025,S2025_G026,2025-12-12,Friday,1,0,0,0,Chicago Bulls,64.79,0.475,0.581,0.444,0.556,0.139,0,Courtside/Premium,180,88,0.4889,0.5096,0.98,738.4,746.21,0.0106,2,2_days_out,1_to_2_days,12,mid,196.24,140.34,0.253,113.15,0,0,73.55,1,0.292,0.201,0.829,0.5436,726.37,2.0,-0.0266,17.08,0.0,0.832,0.807,0.702,0.84,0.828,-0.349,0.832,Premium,132.52,128.26,0.695,0.695,93393.99,518.86,0.305,0.0,0.689,0.689,Medium,Low,Low,775.01,775.01,0.51,92,0.695,68451.63,Medium,0.5553234734935357,0.6680592953750135,Low,0.9366750701501801,996.84,0.3359,0.5748,102476.84,12744.59,0.0,True,False,False,Review
2025,S2025_G026,2025-12-12,Friday,1,0,0,0,Chicago Bulls,64.79,0.475,0.581,0.444,0.556,0.139,0,Courtside/Premium,180,71,0.3944,0.6046,0.98,738.4,774.8,0.0493,0,day_of_game,day_of_game,12,mid,222.76,144.96,0.483,124.74,0,0,73.55,1,0.292,0.201,0.829,0.6357,889.42,26.7,0.1479,60.62,0.2049,0.832,0.807,0.702,0.84,0.828,-0.349,0.832,Premium,136.82,128.74,0.695,0.695,96971.65,538.73,0.305,114.62,0.689,0.689,Medium,Medium,Medium,786.97,786.97,0.605,109,0.695,84322.48,Medium,0.966896092717629,0.6980184393156541,Medium,0.5299094990157731,1033.76,0.3342,0.6016,111199.06,13850.61,2016.17,True,False,False,Review
2025,S2025_G026,2025-12-12,Friday,1,0,0,0,Chicago Bulls,64.79,0.475,0.581,0.444,0.556,0.139,0,Standing Room,1400,1144,0.8171,0.1828,0.3,43.96,45.23,0.0289,30,30_days_out,21_plus_days,12,mid,134.78,114.24,0.326,66.6,0,0,73.55,1,0.292,0.201,0.829,0.4296,53.98,32.48,0.1935,48.71,0.3431,0.901,0.858,0.904,0.954,0.862,-1.512,0.901,Value-sensitive,44.8,34.46,0.807,0.792,51090.21,36.49,0.193,8.75,0.785,0.785,Low,Medium,Medium,39.21,39.21,0.183,256,0.792,11578.16,Low,0.8290084034117894,0.8016009544210873,Low,0.7750536644461185,36.27,-0.1982,0.9918,50356.49,-402.49,0.0,False,True,False,Discount
2025,S2025_G026,2025-12-12,Friday,1,0,0,0,Chicago Bulls,64.79,0.475,0.581,0.444,0.556,0.139,0,Standing Room,1400,891,0.6364,0.3636,0.3,43.96,47.51,0.0807,14,14_days_out,8_to_20_days,12,mid,174.18,134.31,0.21,91.23,0,0,73.55,1,0.292,0.201,0.829,0.5107,54.74,46.64,0.1523,61.55,0.2979,0.901,0.858,0.904,0.954,0.862,-1.512,0.901,Value-sensitive,32.92,40.26,0.807,0.792,53662.12,38.33,0.193,7.23,0.785,0.785,Low,Low,Low,38.91,38.91,0.364,509,0.792,24182.85,Medium,0.7929308777525378,0.8152140041759451,Medium,0.6244287799041663,40.66,-0.1441,0.9929,56521.34,2298.2,0.0,False,True,False,Discount
2025,S2025_G026,2025-12-12,Friday,1,0,0,0,Chicago Bulls,64.79,0.475,0.581,0.444,0.556,0.139,0,Standing Room,1400,625,0.4464,0.5538,0.3,43.96,45.58,0.0369,7,7_days_out,3_to_7_days,12,mid,177.29,144.57,0.351,109.71,0,0,73.55,1,0.292,0.201,0.829,0.5772,53.96,31.82,0.1837,59.44,0.3213,0.901,0.858,0.904,0.954,0.862,-1.512,0.901,Value-sensitive,39.3,38.1,0.807,0.792,51485.44,36.78,0.193,8.37,0.785,0.785,Medium,Medium,Medium,44.86,44.86,0.554,775,0.792,35341.58,Medium,0.9555721676563222,0.8251775946780211,Medium,0.8434215238331916,39.56,-0.132,0.9899,54827.65,2171.41,0.0,False,True,False,Discount
2025,S2025_G026,2025-12-12,Friday,1,0,0,0,Chicago Bulls,64.79,0.475,0.581,0.444,0.556,0.139,0,Standing Room,1400,399,0.285,0.7149,0.3,43.96,45.24,0.0291,2,2_days_out,1_to_2_days,12,mid,197.34,144.37,0.47,112.87,0,0,73.55,1,0.292,0.201,0.829,0.6118,49.56,75.67,0.0957,50.61,0.2558,0.901,0.858,0.904,0.954,0.862,-1.512,0.901,Value-sensitive,40.4,35.63,0.807,0.792,51097.75,36.5,0.193,4.33,0.785,0.785,Medium,Medium,Medium,44.41,44.41,0.715,1001,0.792,45273.52,Medium,0.9691742368338331,0.8363172070025514,Medium,0.5316047360102923,39.56,-0.1255,0.995,55110.89,2141.9,0.0,False,True,False,Discount
2025,S2025_G026,2025-12-12,Friday,1,0,0,0,Chicago Bulls,64.79,0.475,0.581,0.444,0.556,0.139,0,Standing Room,1400,379,0.2707,0.7295,0.3,43.96,45.35,0.0316,0,day_of_game,day_of_game,12,mid,222.45,154.42,0.437,108.48,0,0,73.55,1,0.292,0.201,0.829,0.6656,55.24,52.33,0.2182,54.0,0.365,0.901,0.858,0.904,0.954,0.862,-1.512,0.901,Value-sensitive,37.9,39.62,0.807,0.792,51224.47,36.59,0.193,9.89,0.785,0.785,Medium,Low,Low,45.05,45.05,0.73,1021,0.792,46317.72,Medium,0.9404139782081339,0.8135472381126543,Medium,0.8946862782674042,39.56,-0.1276,0.9705,53754.94,2102.83,0.0,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Baseline,4200,3538,0.8424,0.1577,0.38,52.46,56.3,0.0731,30,30_days_out,21_plus_days,12,mid,183.39,86.38,1.0,109.95,0,0,58.28,1,0.067,0.224,0.83,0.511,68.24,102.4,0.2121,57.77,0.4179,0.838,0.939,0.969,0.929,0.881,-1.459,0.838,Value-sensitive,46.3,43.1,0.866,0.844,204721.44,48.74,0.134,11.94,0.827,0.827,Medium,Medium,Medium,53.64,53.64,0.158,662,0.844,37292.98,Medium,0.7104840492989178,0.8234210862552406,Medium,0.6895055928491716,48.53,-0.1381,0.9893,201630.27,6924.12,0.0,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Baseline,4200,2615,0.6226,0.3774,0.38,52.46,55.9,0.0656,14,14_days_out,8_to_20_days,12,mid,248.47,109.49,0.694,119.27,0,0,58.28,1,0.067,0.224,0.83,0.6278,71.82,201.22,0.2847,74.57,0.5021,0.838,0.939,0.969,0.929,0.881,-1.459,0.838,Value-sensitive,40.09,43.6,0.866,0.844,203293.58,48.4,0.134,15.92,0.827,0.827,Medium,Medium,Medium,54.11,54.11,0.377,1585,0.844,88600.51,Medium,0.8954008514247661,0.844482332547324,Medium,0.8441316191912945,49.84,-0.1085,0.9781,204735.11,6467.55,0.0,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Baseline,4200,1741,0.4145,0.5854,0.38,52.46,57.29,0.092,7,7_days_out,3_to_7_days,12,mid,256.33,122.47,0.975,150.81,0,0,58.28,1,0.067,0.224,0.83,0.7062,71.75,215.13,0.2525,68.66,0.4613,0.838,0.939,0.969,0.929,0.881,-1.459,0.838,Value-sensitive,44.72,43.31,0.866,0.844,208322.33,49.6,0.134,14.47,0.827,0.827,Medium,Medium,Medium,53.86,53.86,0.585,2459,0.844,140840.98,Medium,0.6607561464260445,0.848945715516493,Medium,0.8923045744781423,51.15,-0.1072,0.9817,210897.83,6626.21,0.0,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Baseline,4200,1306,0.311,0.689,0.38,52.46,56.42,0.0754,2,2_days_out,1_to_2_days,12,mid,260.0,143.15,0.983,152.8,0,0,58.28,1,0.067,0.224,0.83,0.7415,69.66,226.32,0.2347,64.44,0.4271,0.838,0.939,0.969,0.929,0.881,-1.459,0.838,Value-sensitive,46.54,42.58,0.866,0.844,205164.02,48.85,0.134,13.24,0.827,0.827,High,Medium,Medium,57.45,57.45,0.689,2894,0.844,163256.62,Medium,0.5011655861201805,0.8444080086763552,Medium,0.8289438368956633,52.46,-0.0702,0.9309,205102.4,5008.1,521.62,True,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Baseline,4200,819,0.195,0.8051,0.38,52.46,57.04,0.0872,0,day_of_game,day_of_game,12,mid,260.0,116.32,0.855,160.19,0,0,58.28,1,0.067,0.224,0.83,0.7349,70.5,273.79,0.236,68.89,0.4478,0.838,0.939,0.969,0.929,0.881,-1.459,0.838,Value-sensitive,45.51,48.86,0.866,0.844,207412.11,49.38,0.134,13.46,0.827,0.827,High,High,High,57.43,57.43,0.805,3381,0.844,192853.6,High,0.6858219193526709,0.8612040652463284,Medium,0.7727974582492435,53.77,-0.0573,0.9782,220763.59,14446.65,630.44,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Sideline,3600,2973,0.8258,0.1743,0.46,70.77,74.54,0.0532,30,30_days_out,21_plus_days,12,mid,187.86,82.27,0.822,87.53,0,0,58.28,1,0.067,0.224,0.83,0.5002,93.53,79.24,0.2547,56.76,0.3926,0.876,0.878,0.947,0.762,0.904,-1.298,0.876,Value-sensitive,48.84,47.56,0.798,0.744,214051.02,59.46,0.202,18.98,0.835,0.835,Medium,Medium,Medium,72.78,72.78,0.174,627,0.744,46771.67,Medium,0.6314849392822045,0.823940301344893,Medium,0.6688346124041142,65.46,-0.1218,0.9542,224867.09,3767.66,0.0,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Sideline,3600,2471,0.6864,0.3135,0.46,70.77,69.72,-0.0149,14,14_days_out,8_to_20_days,12,mid,245.84,109.01,0.845,119.89,0,0,58.28,1,0.067,0.224,0.83,0.6066,83.7,156.37,0.2005,67.14,0.3825,0.876,0.878,0.947,0.762,0.904,-1.298,0.876,Value-sensitive,45.14,45.15,0.798,0.744,200203.47,55.61,0.202,13.98,0.835,0.835,Medium,Medium,Medium,72.48,72.48,0.314,1129,0.744,78687.96,Medium,0.8905700449115633,0.8313054448528079,Medium,0.8813316144027455,61.92,-0.1118,0.952,212217.4,3566.38,0.0,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Sideline,3600,1875,0.5208,0.4792,0.46,70.77,74.37,0.0509,7,7_days_out,3_to_7_days,12,mid,260.0,108.58,0.911,129.16,0,0,58.28,1,0.067,0.224,0.83,0.6769,97.62,194.11,0.3125,55.79,0.5299,0.876,0.878,0.947,0.762,0.904,-1.298,0.876,Value-sensitive,51.49,46.65,0.798,0.744,213565.04,59.32,0.202,23.24,0.835,0.835,Medium,Medium,Medium,73.28,73.28,0.479,1725,0.744,128310.13,Medium,0.8141763781995501,0.8451244812036347,Medium,0.8183210125180788,67.23,-0.096,0.9504,230033.07,3766.2,545.47,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Sideline,3600,1425,0.3958,0.604,0.46,70.77,73.31,0.0359,2,2_days_out,1_to_2_days,12,mid,260.0,132.44,0.9,146.72,0,0,58.28,1,0.067,0.224,0.83,0.6756,77.59,137.58,0.0583,49.77,0.2284,0.876,0.878,0.947,0.762,0.904,-1.298,0.876,Value-sensitive,52.04,50.86,0.798,0.744,210524.28,58.48,0.202,4.27,0.835,0.835,Medium,Low,Low,71.17,71.17,0.604,2175,0.744,159420.47,Medium,0.8456801609081799,0.8133792892237264,Medium,0.5231321007919932,65.46,-0.107,0.9264,218318.71,3654.91,0.0,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Sideline,3600,852,0.2367,0.7632,0.46,70.77,72.59,0.0257,0,day_of_game,day_of_game,12,mid,260.0,130.61,0.974,156.04,0,0,58.28,1,0.067,0.224,0.83,0.7531,92.86,210.81,0.2793,65.25,0.5022,0.876,0.878,0.947,0.762,0.904,-1.298,0.876,Value-sensitive,49.42,48.29,0.798,0.744,208444.99,57.9,0.202,20.27,0.835,0.835,Medium,Medium,Medium,73.07,73.07,0.763,2748,0.744,199448.85,High,0.7622207218443328,0.8392710780616918,Medium,0.7470441052652992,65.46,-0.0982,0.9912,233599.39,14277.72,0.0,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Center,2600,2161,0.8312,0.1688,0.52,87.25,89.56,0.0265,30,30_days_out,21_plus_days,12,mid,171.11,86.43,0.859,87.25,0,0,58.28,1,0.067,0.224,0.83,0.4554,97.12,29.23,0.0845,31.1,0.159,0.748,0.884,0.84,0.903,0.852,-1.073,0.748,Value-sensitive,57.8,55.85,0.743,0.746,173039.72,66.55,0.257,7.56,0.864,0.864,Low,Low,Low,76.7,76.7,0.169,439,0.746,39315.77,Low,0.7659323765727524,0.8090463442704647,Low,0.9416906259609114,82.89,-0.0745,0.8237,177518.49,-10872.81,0.0,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Center,2600,1710,0.6577,0.3422,0.52,87.25,93.51,0.0718,14,14_days_out,8_to_20_days,12,mid,251.31,117.61,1.0,127.25,0,0,58.28,1,0.067,0.224,0.83,0.6483,117.98,103.11,0.2617,59.44,0.4589,0.748,0.884,0.84,0.903,0.852,-1.073,0.748,Value-sensitive,52.15,53.63,0.743,0.746,180681.73,69.49,0.257,24.47,0.864,0.864,Medium,Medium,Medium,89.73,89.73,0.342,890,0.746,83197.94,Medium,0.9368292632734961,0.8169711056765243,Medium,0.8950570877140641,89.43,-0.0436,0.8552,198695.09,68.17,1563.69,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Center,2600,1372,0.5277,0.4721,0.52,87.25,93.85,0.0757,7,7_days_out,3_to_7_days,12,mid,260.0,121.92,0.892,149.79,0,0,58.28,1,0.067,0.224,0.83,0.6597,105.31,88.77,0.1221,46.56,0.23,0.748,0.884,0.84,0.903,0.852,-1.073,0.748,Value-sensitive,53.23,53.93,0.743,0.746,181334.47,69.74,0.257,11.46,0.864,0.864,Medium,Low,Low,88.26,88.26,0.472,1228,0.746,115207.26,Medium,0.9304948184591306,0.8131271984621338,Medium,0.5268727710479345,89.43,-0.0471,0.8542,198462.38,51.21,218.0,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Center,2600,796,0.3062,0.6938,0.52,87.25,92.97,0.0656,2,2_days_out,1_to_2_days,12,mid,260.0,116.78,1.0,131.78,0,0,58.28,1,0.067,0.224,0.83,0.7137,116.99,181.57,0.2584,62.04,0.4771,0.748,0.884,0.84,0.903,0.852,-1.073,0.748,Value-sensitive,55.33,55.29,0.743,0.746,179629.03,69.09,0.257,24.02,0.864,0.864,Medium,Medium,Medium,89.72,89.72,0.694,1804,0.746,167710.51,Medium,0.722250980322652,0.8330570426806729,Medium,0.8635190767931954,89.43,-0.0381,0.8671,201455.9,87.69,1692.07,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Upper Center,2600,786,0.3023,0.6978,0.52,87.25,91.04,0.0435,0,day_of_game,day_of_game,12,mid,260.0,127.16,0.816,174.37,0,0,58.28,1,0.067,0.224,0.83,0.7264,109.59,113.36,0.2038,60.2,0.369,0.748,0.884,0.84,0.903,0.852,-1.073,0.748,Value-sensitive,53.36,53.45,0.743,0.746,175899.78,67.65,0.257,18.55,0.864,0.864,Medium,Medium,Medium,89.23,89.23,0.698,1814,0.746,165165.37,Medium,0.6704343620248384,0.7818581284702133,Medium,0.8937160552836968,87.25,-0.0416,0.8168,185287.22,218.27,1009.48,False,True,False,Discount
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Lower Corner,2100,1795,0.8548,0.1451,0.63,129.33,131.64,0.0179,30,30_days_out,21_plus_days,12,mid,188.54,100.52,1.0,107.27,0,0,58.28,1,0.067,0.224,0.83,0.5115,151.33,54.36,0.1496,60.23,0.3977,0.795,0.885,0.801,0.858,0.812,-0.954,0.795,Mainstream,66.26,60.96,0.646,0.663,178497.94,85.0,0.354,19.69,0.697,0.697,Low,Low,Low,121.21,121.21,0.145,305,0.663,40097.65,Medium,0.5546713013277416,0.7936197904571419,Medium,0.5878412594912886,135.8,0.0316,0.7697,219311.3,-80.13,2334.4,True,False,False,Hold
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Lower Corner,2100,1654,0.7876,0.2126,0.63,129.33,133.49,0.0322,14,14_days_out,8_to_20_days,12,mid,245.95,102.52,1.0,125.82,0,0,58.28,1,0.067,0.224,0.83,0.6304,182.56,120.93,0.3676,91.5,0.6269,0.795,0.885,0.801,0.858,0.812,-0.954,0.795,Mainstream,70.15,65.28,0.646,0.663,181012.68,86.2,0.354,49.07,0.697,0.697,Medium,High,High,141.33,141.33,0.213,446,0.663,59592.55,Medium,0.9058335694622792,0.8028963919705588,High,0.47606738315373204,135.8,0.0173,0.7897,224999.82,-75.33,4603.78,False,False,False,Hold
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Lower Corner,2100,1260,0.6,0.3998,0.63,129.33,135.58,0.0483,7,7_days_out,3_to_7_days,12,mid,242.3,110.38,0.906,138.89,0,0,58.28,1,0.067,0.224,0.83,0.6408,168.4,114.84,0.2421,51.44,0.466,0.795,0.885,0.801,0.858,0.812,-0.954,0.795,Mainstream,59.55,68.92,0.646,0.663,183840.36,87.54,0.354,32.82,0.697,0.697,Medium,Medium,Medium,139.3,139.3,0.4,840,0.663,113816.76,Medium,0.9526467797699334,0.7694867873627866,Medium,0.8529357586103113,139.03,0.0254,0.7508,218922.68,-164.06,3257.12,False,False,False,Hold
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Lower Corner,2100,1083,0.5157,0.4841,0.63,129.33,136.85,0.0582,2,2_days_out,1_to_2_days,12,mid,260.0,112.85,0.925,150.08,0,0,58.28,1,0.067,0.224,0.83,0.6628,158.27,62.77,0.1565,43.51,0.2805,0.795,0.885,0.801,0.858,0.812,-0.954,0.795,Mainstream,71.09,65.91,0.646,0.663,185569.18,88.37,0.354,21.42,0.697,0.697,Medium,Medium,Medium,137.92,137.92,0.484,1017,0.663,139121.03,Medium,0.9455554308607887,0.7328807477461885,Medium,0.6937791516393571,139.03,0.0159,0.7217,210437.1,-181.83,1990.75,False,False,False,Hold
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Lower Corner,2100,974,0.4638,0.536,0.63,129.33,138.64,0.0721,0,day_of_game,day_of_game,12,mid,260.0,125.91,0.961,149.81,0,0,58.28,1,0.067,0.224,0.83,0.6917,165.69,110.62,0.1951,57.04,0.3318,0.795,0.885,0.801,0.858,0.812,-0.954,0.795,Mainstream,61.77,66.57,0.646,0.663,188000.13,89.52,0.354,27.05,0.697,0.697,Medium,Low,Low,138.45,138.45,0.536,1126,0.663,156064.53,Medium,0.8574924570821709,0.6665700442593755,Medium,0.8754135242638449,142.26,0.0261,0.65,193794.49,-273.38,2423.24,False,False,False,Hold
2025,S2025_G027,2025-12-13,Saturday,1,0,0,0,Memphis Grizzlies,69.07,0.523,0.802,0.534,0.857,0.189,0,Lower Sideline,1900,1633,0.8595,0.1404,0.72,170.98,177.75,0.0396,30,30_days_out,21_plus_days,12,mid,187.36,91.36,0.868,98.17,0,0,58.28,1,0.067,0.224,0.83,0.4804,196.25,44.56,0.1041,32.76,0.1267,0.757,0.797,0.871,0.866,0.811,-0.851,0.757,Mainstream,77.33,70.07,0.723,0.69,244093.67,128.47,0.277,18.51,0.674,0.674,Low,Low,Low,159.16,159.16,0.14,267,0.69,47429.11,Low,0.7153917031161524,0.7119809251470272,Low,0.8670401512810051,183.8,0.0341,0.6413,223634.14,-16819.61,2138.65,False,False,False,Hold
